date,NDVI_mean,NDVI_std,EVI2_mean,EVI2_std,SAVI_mean,SAVI_std,GNDVI_mean,GNDVI_std,VARI_mean,VARI_std,NDRE_mean,NDRE_std,NDRE2_mean,NDRE2_std,NDRE3_mean,NDRE3_std,CIre_mean,CIre_std,MTCI_mean,MTCI_std,NDWI_mean,NDWI_std,NDMI_mean,NDMI_std,MSI_mean,MSI_std,BSI_mean,BSI_std,NDSI_soil_mean,NDSI_soil_std,R_rededge_red_mean,R_rededge_red_std,R_green_red_mean,R_green_red_std
2019-08-05,0.4226513342519717,0.10119912050816876,0.7633218440029932,0.22158699775519758,0.6338457639415676,0.15176920013962167,0.48778049924137806,0.06693712090302467,-0.12376554865656515,0.06627441228644253,0.27555986660268533,0.0672355129983688,0.09706394987205798,0.0296426243893188,0.03213417560910997,0.028213872744708914,0.7850522451469659,0.2660475650262938,1.650287300698269,0.5398418921854706,-0.48778049924137806,0.06693712090302467,-0.14572975109109104,0.07262068238199879,1.3576062480969955,0.1962200694159119,0.15610872632598635,0.06066424175754204,0.19425019864069412,0.021961445520230626,1.4258013762936383,0.185336512361719,0.856513418520352,0.0746524595780687
2019-08-10,0.4151383811304751,0.09064353971076587,0.744850850188758,0.19508212818743098,0.6225909918765657,0.13594129615432438,0.46534022328866476,0.05980492201489922,-0.09356329767604919,0.05825812810062059,0.2659490803651418,0.05731459804908891,0.08327839929536827,0.029300668439825275,0.027587939483256368,0.027254278566623418,0.7415104425005166,0.21976952734582553,1.663512906801961,0.43125280629660706,-0.46534022328866476,0.05980492201489922,-0.121251977086002,0.0654478545228784,1.2882813245433486,0.16778834863841124,0.1362203275596891,0.05543505433671195,0.21507164448009067,0.01939413859092957,1.42311955672326,0.15811275862075802,0.8894762393367645,0.06674031427163121
2019-08-15,0.402125575277828,0.08139611279950944,0.7153596909942566,0.1723101238256467,0.6030755294470012,0.12207155909446812,0.45143070263013346,0.05304881937591295,-0.09707509242131827,0.05939110283285806,0.27028003593382927,0.05226238281707135,0.0974652082047519,0.023072589798214714,0.035649991127132935,0.022463642825086724,0.7548550510019761,0.1994676282840558,1.7612623398129847,0.5238669136997611,-0.45143070263013346,0.05304881937591295,-0.1213755162802352,0.057296639262046915,1.2858244477779193,0.14833454287587722,0.12474768467553263,0.047941013733295006,0.20489036319916137,0.0197773529387805,1.3619208302223367,0.13636956271255565,0.8918899128648966,0.06436296378423394
2019-08-20,0.38775142255144823,0.09364135004635747,0.6872555749989475,0.1959201309368744,0.5815134147151155,0.14043374339868026,0.47283271111980096,0.06448100748350062,-0.1521686795776704,0.057330479148286054,0.23563504985480346,0.05721317612492922,0.07691737946722046,0.026951601986496185,0.0205049952968993,0.025493310702576055,0.6312276657846635,0.19895946914232537,1.4083649386480828,0.4120012623234339,-0.47283271111980096,0.06448100748350062,-0.16389536112030198,0.05738705866563436,1.4030784438533976,0.16305807108973847,0.1844604949031867,0.04769903312779203,0.21518082822770337,0.016724732765773853,1.4234018754258648,0.17342241803479191,0.8161677899764948,0.06363259210138567
2019-08-25,0.4219642769699874,0.1394599686148273,0.770001432245876,0.3034395358066276,0.6319000822934888,0.20877551279621379,0.4477472395573806,0.09827374578629146,0.00910233768602166,0.9139714067651705,0.31286860743894057,0.07422667290985982,0.1473998955426758,0.047684526718637585,0.017313786451719795,0.04702493707103889,0.9447250437468663,0.3213556542372425,1.0199753609531381,9.872007452581315,-0.4477472395573806,0.09827374578629146,-0.18164914647765645,0.05703489607144326,1.4558647399278233,0.17361030517786918,0.0996955235096603,0.04627209571017998,0.24772181050866138,0.02211495870455847,1.3531092885613651,0.33652967764899155,0.9654929667757203,0.18293000612434307
2019-08-30,0.34059544287763754,0.07042937143622871,0.5871435433276161,0.1412128447846849,0.5108028168326062,0.10562458978101669,0.4288479874018173,0.04808216374916262,-0.15782671532142492,0.043883355006896684,0.20795184547971396,0.039916204682032344,0.08629653816139081,0.022976518474082563,0.03126059827402417,0.022416241361043684,0.5315094002354157,0.12886962787803768,1.214011668336659,0.42532190228153977,-0.4288479874018173,0.04808216374916262,-0.17341355103674444,0.04301311636973069,1.426028612358746,0.1253322170088365,0.18541929959066836,0.03448056659141958,0.2027720340877839,0.014361327151205356,1.3447011601134147,0.13691438399545058,0.8151932175022163,0.048190171206683285
2019-09-04,0.3215241355420647,0.06317334298309696,0.5485453600177725,0.12479500225824912,0.4822007109392479,0.09474347464080825,0.4229414030311357,0.04491695292722228,-0.18144765001617758,0.035648749800401204,0.1968678234853654,0.039357234966262276,0.09020722865522667,0.0250477374415154,0.02501363556683822,0.024143234370940417,0.49628720806559445,0.12490807894744473,1.1085957995158469,0.4329195259097251,-0.4229414030311357,0.04491695292722228,-0.18515596220150934,0.04236816967524396,1.4609923010056252,0.12736358381442298,0.19428750971416237,0.033386426350849915,0.19286499557482947,0.013317891715269653,1.3148824522164082,0.1090343911567262,0.7913540982049198,0.037440195916489234
2019-09-09,0.24338897198830026,0.08733997391274631,0.40326499233372126,0.15978010105784596,0.3645067278010577,0.13081326028782467,0.196130965923749,0.06947004488856422,0.12653347270234747,0.11944216535631125,0.18975594715903912,0.04823921070892084,0.08779001408258877,0.041532695949513525,0.005665379233687589,0.046551845988172025,0.47738819244097497,0.1532988140317669,2.9546221099288,6.944480818208544,-0.196130965923749,0.06947004488856422,-0.055635235348827854,0.0598894700047941,1.1262903974169711,0.1352821083146804,-0.010856216458614367,0.03712732051465973,0.2398046696547189,0.023749847936345457,1.1308469835359363,0.1334109952915645,1.1118967451381134,0.10747053840865227
2019-09-14,0.21790821168344046,0.05587420933435897,0.3544254732344809,0.10066448603818864,0.3267692535642988,0.0837861653009256,0.22316507255621162,0.03496812992533618,-0.002882620921683548,0.09070932179628965,0.14786490410019276,0.0492977228306848,0.07285620659806061,0.04582481865089446,0.02463543131892184,0.05103841804473482,0.355266294376354,0.14430260280443338,1.5378163248942014,2.1472650443295196,-0.22316507255621162,0.03496812992533618,-0.06528016194652812,0.05926270649149505,1.1481413133628025,0.13529119803120668,0.04061346642303878,0.056837990177580636,0.19095020382004724,0.02055454800448109,1.1603681791175533,0.09059640973543039,0.9934732867370418,0.08516192305278772
2019-09-19,0.28445344731995914,0.06718225069615878,0.4776824095763616,0.12906151684664624,0.4265977905369793,0.1007549563369415,0.3918788197669783,0.05302472183644764,-0.18398429687155157,0.04179516423137317,0.16787473347246995,0.0402858389394565,0.0814282174240211,0.02823641224666943,0.032417880348198196,0.027158586170764595,0.40923167441472474,0.12038695635390331,0.9181229460057707,0.3505897128069701,-0.3918788197669783,0.05302472183644764,-0.24062795078490712,0.04063243175982673,1.6410228441679986,0.13770573168014721,0.23980448643508884,0.031244431773073806,0.18127992515786853,0.012211539288973923,1.286612348443939,0.10653310385587067,0.7856045832646378,0.04459120306734678
