pixel_id,std_2024_2025,count_2024_2025,lon,lat
0,0.015512071270674306,20,55.23428414158761,-21.06163427868888
1,0.015296996641354619,20,55.234186862287814,-21.06172359083432
10,0.017570442020638347,20,55.234184730344786,-21.06190421624044
11,0.017556481788129585,20,55.23428094385556,-21.06190521681365
12,0.019810473287355673,20,55.23437715737198,-21.061906217332403
13,0.017357964359849258,19,55.23389502369235,-21.06199152688155
14,0.01983963974711845,19,55.23399123724418,-21.061992527622817
15,0.02438552567027554,20,55.23408745080166,-21.06199352830963
16,0.022211770669496138,20,55.23418366436479,-21.061994528941984
17,0.017824495127314356,19,55.234279877933574,-21.061995529519884
18,0.018727872063847687,19,55.234376091508004,-21.061996530043324
19,0.01816186720907625,18,55.23447230508808,-21.061997530512304
2,0.029514725221075327,20,55.23428307568257,-21.06172459139815
20,0.020964739820919513,20,55.23379774392849,-21.062080838767592
21,0.012035052527822965,19,55.233893957532686,-21.062081839568012
22,0.023138211308791488,19,55.23399017114252,-21.06208284031397
23,0.03835763495175875,20,55.234086384758015,-21.06208384100547
24,0.03228069267171756,20,55.23418259837916,-21.062084841642513
25,0.022647982643338952,19,55.23427881200594,-21.062085842225102
26,0.01950802726633145,19,55.234375025638386,-21.062086842753228
27,0.019497868649766766,18,55.234471239276466,-21.0620878432269
28,0.03678029102717426,19,55.23370046404862,-21.062170150588795
29,0.027471976387021767,19,55.233796677705165,-21.06217115144836
3,0.029790074811163404,20,55.23437928908298,-21.061725591907525
30,0.017703325510848616,20,55.23389289136736,-21.062172152253467
31,0.017159100414664133,20,55.233989105035214,-21.062173153004114
32,0.03473390873110605,20,55.23408531870871,-21.062174153700308
33,0.023193030840577857,20,55.234181532387865,-21.06217515434204
34,0.021624375859741404,20,55.234277746072664,-21.062176154929315
35,0.02121052859364624,20,55.23437395976311,-21.06217715546213
36,0.019127222157808647,18,55.23447017345921,-21.06217815594049
37,0.015055455864647365,18,55.23456638716095,-21.06217915636439
38,0.034480622383878286,19,55.23360318405273,-21.06225946234515
39,0.023450503936644124,19,55.23369939776163,-21.06226046326386
4,0.018025907085671592,20,55.23408958287201,-21.061812902914905
40,0.015534298875170069,19,55.23379561147619,-21.062261464128117
41,0.018331515120381295,20,55.233891825196395,-21.062262464937913
42,0.014397885786690304,20,55.23398803892226,-21.06226346569325
43,0.01693649397672349,20,55.234084252653766,-21.06226446639413
44,0.021348603474506584,20,55.234180466390924,-21.06226546704055
45,0.02546161764580162,20,55.23427668013373,-21.062266467632515
46,0.025102126381072058,20,55.23437289388219,-21.06226746817002
47,0.027084400936642043,18,55.2344691076363,-21.062268468653066
48,0.02700571852473942,18,55.234565321396055,-21.062269469081656
49,0.039730237611215025,19,55.233698331469,-21.062350775937915
5,0.014369826388077878,20,55.234185796319125,-21.06181390353788
50,0.028593019344481763,19,55.233794545241565,-21.06235177680686
51,0.013780669858288786,19,55.23389075901978,-21.062352777621346
52,0.017151977558908762,19,55.23398697280365,-21.06235377838137
53,0.01601662445784151,20,55.23408318659317,-21.06235477908694
54,0.022381252543957883,20,55.234179400388335,-21.062355779738052
55,0.03004612615578104,20,55.23427561418915,-21.062356780334703
56,0.03233591531469991,20,55.234371827995616,-21.062357780876894
57,0.026939679046209086,19,55.23446804180774,-21.06235878136463
58,0.028751866053679697,19,55.2345642556255,-21.06235978179791
59,0.026023628490653553,18,55.23466046944891,-21.06236078217673
6,0.022409106746257998,20,55.23428200977189,-21.061814904106402
60,0.04502089940674454,19,55.233793479001285,-21.06244208948459
61,0.015517447710937033,19,55.23388969283751,-21.062443090303766
62,0.019748057196134847,19,55.233985906679386,-21.062444091068482
63,0.013336169194424407,20,55.23408212052692,-21.062445091778745
64,0.02020579621952005,20,55.2341783343801,-21.06244609243454
65,0.04189120630468775,20,55.23427454823892,-21.062447093035882
66,0.038828446873156244,20,55.234370762103396,-21.062448093582763
67,0.020497804550429474,19,55.234466975973525,-21.062449094075188
68,0.03128644003079148,19,55.234563189849304,-21.062450094513153
69,0.0454222780287921,18,55.234659403730724,-21.06245109489666
7,0.017887274287524898,20,55.2343782232303,-21.061815904620467
70,0.03152836672835378,19,55.233888626649595,-21.062533402985174
71,0.014332101159158133,19,55.23398484054948,-21.06253440375458
72,0.015285365546616657,20,55.23408105445502,-21.06253540446953
73,0.021758093905894282,20,55.2341772683662,-21.062536405130015
74,0.03347884642255374,20,55.23427348228304,-21.062537405736045
75,0.0332147047917832,20,55.23436969620553,-21.062538406287615
76,0.02372959049197428,19,55.23446591013367,-21.062539406784726
77,0.0329338631170227,19,55.23456212406745,-21.06254040722738
78,0.049213941946959536,18,55.23465833800689,-21.062541407615573
79,0.030584201020521815,19,55.233887560456026,-21.062623715665573
8,0.017002173057768043,19,55.23399230334019,-21.06190221493065
80,0.019240211533305965,19,55.23398377441392,-21.06262471643967
81,0.021348671940292233,20,55.234079988377474,-21.062625717159307
82,0.016537143613553233,20,55.23417620234667,-21.062626717824482
83,0.011726007553419281,20,55.23427241632151,-21.062627718435202
84,0.017191120390360796,20,55.23436863030201,-21.062628718991462
85,0.022807365089189117,19,55.234464844288155,-21.062629719493263
86,0.026825724475520372,19,55.23456105827996,-21.062630719940604
87,0.025422179078226186,19,55.23398270827271,-21.06271502912375
88,0.015237406641910997,18,55.234078922294266,-21.062716029848076
89,0.012085233868470166,18,55.23417513632148,-21.062717030517945
9,0.01903289636704113,20,55.234088516839655,-21.061903215612777
