PC1,PC2,date
0.894692977225795,1.2801095536028881,2019-08-05
0.6898221667679765,1.629292666198581,2019-08-05
1.143070935824068,1.3461322179625494,2019-08-05
1.3385376161157463,1.333022511441328,2019-08-05
0.04879602278431136,1.5863791171437625,2019-08-05
0.6358931767344331,1.693991339115614,2019-08-05
1.3795627074189893,1.217056384311214,2019-08-05
1.7363873342823875,1.20964840381212,2019-08-05
-0.32579830565994355,1.6698535364336629,2019-08-05
0.6605893465704294,1.6279609699758162,2019-08-05
1.2813690909729984,1.2852100397272748,2019-08-05
1.7127956937756308,1.3322108645997806,2019-08-05
0.6782754086329228,1.8620332078728656,2019-08-05
0.9836046178088693,1.9220812599369506,2019-08-05
0.23254800426232383,1.9106774837578582,2019-08-05
-0.6675384062521096,2.0278270692047875,2019-08-05
-0.503606803749253,2.1432335187700273,2019-08-05
-0.5535107916419238,2.1129900562005766,2019-08-05
0.02887540519117849,1.758710198686711,2019-08-05
-0.28927892410980205,1.6076850425826872,2019-08-05
-0.47462703619069413,2.117522192093229,2019-08-05
-0.9805390271004901,2.299124041281611,2019-08-05
0.49981856059644764,1.6107753998917262,2019-08-05
-0.91948219031079,2.306616986826986,2019-08-05
-1.0032684568508277,2.041127388159595,2019-08-05
1.2009373782071522,1.6905966794918583,2019-08-05
-0.27914119320537134,1.8775829557104864,2019-08-05
-0.3492271992674763,1.8313018170361681,2019-08-05
-0.8581647063804748,2.1090384986387316,2019-08-05
0.4479445916245036,1.6624255724149226,2019-08-05
-0.8442284681194284,2.1316990555737725,2019-08-05
0.6260604741486994,1.0407931621778506,2019-08-10
0.005245578565280964,1.388620691045613,2019-08-10
0.9561688604433908,1.105494500886748,2019-08-10
0.9243771677272553,1.0663996798664566,2019-08-10
-0.12132697116848647,1.4531393914172275,2019-08-10
0.41036826071897203,1.433007913949781,2019-08-10
1.1229209308996766,1.105757334198666,2019-08-10
1.2591115183943142,1.0119953245321818,2019-08-10
-0.25583177066973123,1.4332952080611252,2019-08-10
0.290333610903701,1.4463061342249612,2019-08-10
1.0128057000358477,1.1483138070563002,2019-08-10
1.2950871932447805,1.0673763835987358,2019-08-10
0.697232997466276,1.532072226456247,2019-08-10
0.9615559301439938,1.4410750307326972,2019-08-10
