date,NDVI_mean,NDVI_std,MSI_mean,MSI_std,CI_RE_mean,CI_RE_std
2021-05-01,0.5185319583768631,0.09408313378530896,0.6776310832361718,0.09587233088056821,0.9894238256510886,0.30022783312562185
2021-05-11,0.6005910655978227,0.0963395256577111,0.5672544881553274,0.0904893054730081,1.2379962122418833,0.3569434448506159
2021-05-16,0.6514629175450714,0.07757005887790341,0.527588229119422,0.07010743113506282,1.5634017342904738,0.34766214864502004
2021-05-21,0.5866143173496936,0.06971615818692634,0.5803255446648454,0.06309564708202893,1.1821931680263025,0.2711606318733243
2021-05-26,0.5498456608096668,0.05415285146076322,0.6374588749521327,0.06044910316309497,0.9782542450555207,0.2507482043460849
2021-05-31,0.5211349960448617,0.08782664501534389,0.6422487684792514,0.08404820715351627,0.9181490542048716,0.43626398246737363
2021-06-10,0.5209495545397828,0.05809486618081422,0.6527069678020073,0.059069690745907344,0.7561310777620873,0.21051462542160881
2021-06-20,0.565930472061704,0.052002417192788704,0.6238329314978794,0.05464535884085206,0.9906196624178818,0.18630153072155228
2021-06-25,0.5306344088358891,0.041964679176399934,0.6633710446103139,0.050108940272933195,0.9526241363775654,0.13971978427445114
2021-06-30,0.49517527577817316,0.0444592789908666,0.7160801545972454,0.0485024430623808,0.8119058698325673,0.1510367902570085
2021-07-05,0.48373454378280667,0.04036156422610615,0.7496099707322299,0.06024111598888229,0.8739239448749042,0.1346452884186916
2021-09-28,0.5234758234057463,,0.8058877644894205,,1.0374882849109652,
2021-10-08,0.5234913935424408,0.14500553595348,0.6886465849309537,0.06235265893658598,1.088841266260621,0.3761771920366062
2021-10-18,0.6763524417528058,0.13823385512143635,0.6084344231434388,0.14464980620552473,1.3932359735054596,0.5854930170923661
2021-10-28,0.5258065870164027,0.17035312484790746,0.7192880633707882,0.1661754106824376,0.8864084734288,0.45178093651432955
2021-11-07,0.5320555504885978,0.19921194542411783,0.7321904398169418,0.21001238796741895,0.8297704918032787,0.5283556659632241
2021-11-12,0.5349134687996652,0.16639329842663614,0.7144665257733905,0.17454071673238664,0.8907996082940587,0.4714256324786209
2021-11-17,0.48449498742471264,0.09963567399784796,0.7098654932906683,0.11019505518212719,0.7155054290514238,0.2719297332370355
2021-11-22,0.5471236230110159,,0.645253164556962,,0.9987349778621126,
2021-12-02,0.531297248261264,,0.8151658767772512,,0.8603967670830273,
2021-12-12,0.4838337182448037,,0.7529182879377432,,0.8745441283734501,
2021-12-17,0.5748427877151854,0.09016229874074276,0.7202678468277464,0.09840199203774543,1.021507669739427,0.2836853249211677
2022-01-16,0.6723971541304125,0.04051884114856723,0.5314648805383658,0.04441858321051396,1.4627580589268248,0.19801723277067648
2022-01-26,0.4761054416868279,0.031220727843841833,0.6087891751179354,0.028252704242384633,0.9743933929322905,0.11248127518906345
2022-02-25,0.3876210411129323,0.06655337947942075,0.8277259438770795,0.08807995574362817,0.6044110256591929,0.16627932818801508
2022-03-07,0.3213255042209476,0.04087647162750667,0.9311891570935756,0.06487394812865509,0.49618526575972083,0.08808813360360716
2022-03-12,0.4386033578835363,0.07217037527090756,0.7834332891069592,0.09844051404916379,0.833313051737585,0.19221300546009923
2022-03-17,0.4757994094000192,0.07875379289277469,0.7444367142307764,0.10291642220574805,0.9194036289177183,0.22002959208884104
2022-03-22,0.43936831483448857,0.05859865799285875,0.753145930869772,0.08203721151490162,0.8911249132411628,0.16954221407383754
2022-04-06,0.28806176697542973,0.03912383960054569,0.799032997283604,0.03733187003602882,0.47395684963536955,0.0991670304587613
2022-04-11,0.49095058694408306,0.033455379962242175,0.7102843227711684,0.04184819040085297,1.094832978353341,0.136143993512818
2022-04-26,0.3172605030313765,0.029376553151375082,0.9149336730811067,0.03240818786761159,0.5059559270351404,0.0739722146886284
2022-05-01,0.28081528345218465,0.023283134133212716,0.9603360706782951,0.028868408501956738,0.42267681223336595,0.059106027195632585
2022-05-06,0.28285284683021433,0.023441545320261215,0.985157533105954,0.033810645223191646,0.38312693514344315,0.045939422745631904
2022-05-16,0.3110523683066134,0.02332270574997848,0.9687875832685636,0.02672292228755325,0.41650096887876026,0.0550069405448305
2022-05-21,0.269079880762799,0.011563256871756149,1.0033831191078049,0.02180668320443485,0.3536878525223125,0.030410067332336744
2022-05-26,0.2601115830442186,0.021218446694122976,1.01616903035181,0.024955061335127,0.31926358631847407,0.02981387556044033
2023-02-10,0.3570433463303997,0.05161490184624031,0.809462103061803,0.05714753346164524,0.6147411930178571,0.12779008675430467
2023-02-15,0.3401611154411489,0.04251637931401137,0.8373325196552466,0.053432503782742675,0.583045254930199,0.11258456776427041
2023-02-20,0.30208769593194124,0.03221691061993475,0.924707175676922,0.044431399897703325,0.43828716352308106,0.0663237946802842
2023-02-25,0.26678289288791107,0.01628963313101438,0.9534598121669887,0.02937629422031972,0.3877224889522585,0.03215861277923197
2023-03-02,0.26069013610711556,0.007333204140396284,0.9575716674213661,0.0628105596866096,0.35764809902740946,0.030635041802069704
2023-03-17,0.45844817778484565,0.03705602090727171,0.724136692329631,0.043066821991376174,0.9053494166736998,0.10820228809959444
2023-03-22,0.386924347865126,0.03260044993595613,0.7948484914744826,0.04251857954181677,0.6185798616196387,0.08251099008166404
2023-03-27,0.31341757948101906,0.024189989020158505,0.8641670433865326,0.03924179531925954,0.45222255439670334,0.06367534082281213
2023-04-01,0.21066289219155462,,0.9431021044427124,,0.31928020565552706,
2023-04-06,0.2608866222047862,,0.9859987554449284,,0.3555461830451285,
2023-05-31,0.4004445084118413,0.09861757599412387,0.8282855967877584,0.1382882189255226,0.7808915366806284,0.2538195588767534
2023-06-05,0.40866589669701636,0.11288606697733564,0.8303453862199051,0.14995455890399684,0.8007818767103232,0.2820621130321709
2023-06-10,0.43034588392068357,0.08512074272156397,0.7929402662662328,0.12263107195879556,0.807229187933662,0.22567851025413754
2023-06-15,0.4163219440041771,0.11164557232327163,0.8147500965956802,0.14617022822057327,0.7684669224656657,0.2680835392150014
2023-06-20,0.4076458176028285,0.07809259724335998,0.7794816845903618,0.10366158577039795,0.7289375371623334,0.18598991116449765
2023-06-25,0.38015211541857524,0.0804749034837337,0.8170196771750279,0.11307670627889148,0.6392143416747328,0.1837353146195361
2023-06-30,0.37077383735025304,0.06114253536409198,0.8187761473196395,0.0908750207674501,0.5391849609547515,0.13162755146867253
2023-07-05,0.34859866388271765,0.04447713131989516,0.8316589622122283,0.06564473470158916,0.508555544834757,0.10158675621927785
2023-07-10,0.32005168478243257,0.03612550049589527,0.8714530352120794,0.06150142431161273,0.43579134191662144,0.08457237270739001
2023-07-15,0.3088074524037429,0.022072801520361403,0.8677354339864775,0.037801373245931184,0.4245440770213295,0.06332760575824127
2023-07-25,0.3126896484635992,0.046277411044125444,0.9000603982388287,0.07434507199623262,0.47830367076981056,0.11531402734362776
2023-07-30,0.30766799385577953,0.02440897669642703,0.8782346408372977,0.036275726435764384,0.46054561152922197,0.06331599748635518
2023-08-24,0.2909204730923156,0.004521486784701693,0.9211944382398929,0.025882761618705674,0.4673144876325088,0.04122707381476335
2023-11-12,0.2968854815305801,0.03738566161618626,0.8710438928690183,0.047590356106627485,0.4695832535213228,0.07810150868143818
2023-11-17,0.33726204356680856,0.03817569086353506,0.8264616917107594,0.060993995500309636,0.5047689255827855,0.09939382751132725
2023-11-22,0.3997845334572048,0.04141437925361704,0.7370253125247102,0.05860464670060938,0.7846465234330202,0.1263276489645318
2023-12-17,0.5036460594605623,0.04303074973345558,0.623078650636431,0.05428131104923698,1.0166670837561642,0.1461746242104563
2023-12-22,0.40970964296093487,0.05070041727117198,0.7378766171589015,0.06882575147467844,0.8080328061896515,0.15363452256590565
2023-12-27,0.3701157316724694,0.04286754983762073,0.8395114376125791,0.057430677423484865,0.6326050773790374,0.13294576041499387
2024-01-16,0.3146934846169326,0.02389382482885029,0.8707322025255646,0.02901554537231226,0.474753907277713,0.051575171726753
2024-01-21,0.4797623376546084,0.03829964203098546,0.6954885198584823,0.050450675562487717,0.9568825021267868,0.15304716235326804
2024-01-31,0.5828006621767585,0.060484719453143675,0.585931788338562,0.05099218870111679,1.3937025671915448,0.2541201645477613
2024-02-05,0.6249677902074032,0.03384792226073936,0.5395936109050028,0.03817987736745805,1.53229593896322,0.19691444403134015
2024-02-15,0.5060614655446584,0.04945300613546385,0.6500291183810336,0.05313121948316985,1.019085643187724,0.17401887905123567
2024-02-20,0.3674089643298183,0.06763692687511359,0.703633654923484,0.07204494362759875,0.6729960704084861,0.18848385846111204
2024-02-25,0.3616312942155639,,0.7298288508557457,,0.7715213860314023,
2024-03-01,0.4292124343141507,0.04496967578010529,0.7343301545927258,0.05778717148268665,0.7730372592633151,0.11920125315573757
2024-03-06,0.36453428636340474,0.02909465269119094,0.8027165915099507,0.04927393897611806,0.5753928800623832,0.08609087200782618
2024-03-11,0.37537887575964257,0.03449896135426085,0.8138980089244195,0.049645612407119316,0.6508920270549121,0.08412529319910467
2024-03-16,0.34262659472635393,0.04796314913815199,0.7939202841156137,0.07618301827260582,0.5338599556132361,0.13361702667582007
2024-03-21,0.34831092343637327,0.03812493599337627,0.8624809348600887,0.053874706012077694,0.5460134914332724,0.09160391625539321
2024-03-31,0.30756999134262236,0.04740847962079917,0.9851046183746982,0.07334332738150481,0.46283548709094285,0.10445713929889962
2024-04-05,0.34188149853622773,0.059565175515399756,0.9762634417611227,0.09816129649212695,0.5269734844847407,0.12524624080220198
2024-04-10,0.33974898728555974,0.05249289693425687,0.9669190536147771,0.08247991831298505,0.5671976215709726,0.12088303778998787
2024-04-25,0.3274202465735663,0.05079398890662831,0.9623062524529152,0.08062711259360107,0.495613915941557,0.10767082863740066
2024-05-10,0.34200170773308414,0.044878508678426174,0.905424802176433,0.06573831253493935,0.5644419545542462,0.09527405551659979
2024-05-15,0.3367536420844951,0.042688985056745045,0.9137601921998856,0.0629802260473155,0.5238535945163153,0.09353115287583369
2024-05-30,0.31625865216829335,0.044019942239375845,0.8328660594186289,0.06859971441222963,0.5053940847017174,0.1246333747293564
2024-06-09,0.3308538285329345,0.04356501164198697,0.8990371554721069,0.057497389290087686,0.5505292066881531,0.09975318981998925
2024-06-24,0.2796170797573168,0.02361751483998084,1.0761695207247293,0.04433666163743373,0.41694350449090006,0.05696918398457172
2024-06-29,0.28636439614672243,0.02342338386510322,1.0630077079209042,0.031207915856131165,0.46839855329396896,0.050271144874531985
2024-07-09,0.29988414259073637,0.017071705228614023,1.0235993918860091,0.015451535524694046,0.48236889692585894,0.02237679687299197
2024-07-14,0.32257843833480615,0.025546755119620904,0.9779471479160361,0.027040188657548078,0.5328338475099162,0.04238277754137073
2024-07-19,0.31742458739820534,0.04412730429057837,0.9815062464115103,0.06652301257088462,0.5365963179164795,0.1041450490476819
2024-07-24,0.3151941546698495,0.08144029022541166,0.9969602666105485,0.10658303274689362,0.5002069823547542,0.1524171686725874
2024-07-29,0.32433032159759034,0.08019799357338026,0.9789619308260397,0.09411225280570645,0.5259322760394343,0.14669510591268284
